"admin2Name","admin2Pcod","year","month","seasonaltotal_precip","seasonalmean_precip"
"Aderbissinat","NE0101",1990,6,9.83417967269823,1.6390299454497
"Aderbissinat","NE0101",1990,7,30.9457914564417,5.15763190940695
"Aderbissinat","NE0101",1990,8,26.6435277353718,4.4405879558953
"Aderbissinat","NE0101",1990,9,9.23229172522776,1.53871528753796
"Aderbissinat","NE0101",1991,6,12.3198829041462,2.0533138173577
"Aderbissinat","NE0101",1991,7,41.7087628237554,6.95146047062591
"Aderbissinat","NE0101",1991,8,50.0474882321579,8.34124803869299
"Aderbissinat","NE0101",1991,9,10.2886428188191,1.71477380313652
"Aderbissinat","NE0101",1992,6,12.0066913312244,2.00111522187073
"Aderbissinat","NE0101",1992,7,38.5300995636829,6.42168326061382
"Aderbissinat","NE0101",1992,8,48.4705387606157,8.07842312676928
"Aderbissinat","NE0101",1992,9,11.4809699161897,1.91349498603161
"Aderbissinat","NE0101",1993,6,11.9262693150712,1.98771155251186
"Aderbissinat","NE0101",1993,7,26.6496583887215,4.44160973145359
"Aderbissinat","NE0101",1993,8,50.1756233014594,8.36260388357656
"Aderbissinat","NE0101",1993,9,21.4000936934918,3.56668228224863
"Aderbissinat","NE0101",1994,6,11.1744229870155,1.86240383116926
"Aderbissinat","NE0101",1994,7,36.4468457253067,6.07447428755112
"Aderbissinat","NE0101",1994,8,77.7293394233717,12.9548899038953
"Aderbissinat","NE0101",1994,9,44.0485405494405,7.34142342490676
"Aderbissinat","NE0101",1995,6,11.8914562249841,1.98190937083068
"Aderbissinat","NE0101",1995,7,24.5296081990543,4.08826803317572
"Aderbissinat","NE0101",1995,8,33.6794511592096,5.61324185986826
"Aderbissinat","NE0101",1995,9,23.6512826357984,3.94188043929974
"Aderbissinat","NE0101",1996,6,16.2772543907388,2.7128757317898
"Aderbissinat","NE0101",1996,7,17.4170884368806,2.90284807281344
"Aderbissinat","NE0101",1996,8,35.0783684138961,5.84639473564935
"Aderbissinat","NE0101",1996,9,18.4913608733532,3.0818934788922
"Aderbissinat","NE0101",1997,6,18.6860434510585,3.11434057517641
"Aderbissinat","NE0101",1997,7,23.0142241272173,3.83570402120289
"Aderbissinat","NE0101",1997,8,53.5924803961485,8.93208006602476
"Aderbissinat","NE0101",1997,9,22.1357096927483,3.68928494879139
"Aderbissinat","NE0101",1998,6,12.1802100325012,2.03003500541686
"Aderbissinat","NE0101",1998,7,46.8827530479558,7.81379217465929
"Aderbissinat","NE0101",1998,8,77.1686179694815,12.8614363282469
"Aderbissinat","NE0101",1998,9,42.3259071093785,7.05431785156308
"Aderbissinat","NE0101",1999,6,10.5029606182709,1.75049343637849
"Aderbissinat","NE0101",1999,7,54.3874207236109,9.06457012060181
"Aderbissinat","NE0101",1999,8,94.5205173335022,15.7534195555837
"Aderbissinat","NE0101",1999,9,33.3808674458397,5.56347790763995
"Aderbissinat","NE0101",2000,6,13.26306854032,2.21051142338666
"Aderbissinat","NE0101",2000,7,41.5392031217542,6.92320052029236
"Aderbissinat","NE0101",2000,8,36.0398334706416,6.0066389117736
"Aderbissinat","NE0101",2000,9,13.6893385321432,2.28155642202387
"Aderbissinat","NE0101",2001,6,13.5293094337793,2.25488490562989
"Aderbissinat","NE0101",2001,7,38.9258146695539,6.48763577825898
"Aderbissinat","NE0101",2001,8,53.9101280438887,8.98502134064811
"Aderbissinat","NE0101",2001,9,18.5958545786359,3.09930909643932
"Aderbissinat","NE0101",2002,6,12.0756990336657,2.01261650561095
"Aderbissinat","NE0101",2002,7,42.5643572853165,7.09405954755275
"Aderbissinat","NE0101",2002,8,65.9472809263036,10.9912134877173
"Aderbissinat","NE0101",2002,9,16.1130214947755,2.68550358246258
"Aderbissinat","NE0101",2003,6,18.6811949057162,3.11353248428604
"Aderbissinat","NE0101",2003,7,44.377545721156,7.39625762019266
"Aderbissinat","NE0101",2003,8,74.2709529657887,12.3784921609648
"Aderbissinat","NE0101",2003,9,21.9080765562875,3.65134609271459
"Aderbissinat","NE0101",2004,6,10.6367712005598,1.7727952000933
"Aderbissinat","NE0101",2004,7,26.5445920366635,4.42409867277726
"Aderbissinat","NE0101",2004,8,48.9970195842938,8.16616993071563
"Aderbissinat","NE0101",2004,9,14.2556605412178,2.3759434235363
"Aderbissinat","NE0101",2005,6,17.2230195718827,2.87050326198046
"Aderbissinat","NE0101",2005,7,35.9423465649607,5.99039109416012
"Aderbissinat","NE0101",2005,8,52.4944681258926,8.74907802098211
"Aderbissinat","NE0101",2005,9,19.3909811509866,3.2318301918311
"Aderbissinat","NE0101",2006,6,7.97745368994824,1.32957561499137
"Aderbissinat","NE0101",2006,7,19.0314579921578,3.17190966535964
"Aderbissinat","NE0101",2006,8,54.0524463879035,9.00874106465059
"Aderbissinat","NE0101",2006,9,30.9392017926676,5.15653363211127
"Aderbissinat","NE0101",2007,6,13.8814526374785,2.31357543957975
"Aderbissinat","NE0101",2007,7,40.088336146883,6.68138935781383
"Aderbissinat","NE0101",2007,8,54.6748326100831,9.11247210168052
"Aderbissinat","NE0101",2007,9,23.0495079615756,3.84158466026261
"Aderbissinat","NE0101",2008,6,12.4463564852707,2.07439274754512
"Aderbissinat","NE0101",2008,7,43.5850825841892,7.2641804306982
"Aderbissinat","NE0101",2008,8,51.2249205400008,8.5374867566668
"Aderbissinat","NE0101",2008,9,17.8124715596955,2.96874525994926
"Aderbissinat","NE0101",2009,6,13.9772664195956,2.32954440326593
"Aderbissinat","NE0101",2009,7,20.6186980594153,3.43644967656921
"Aderbissinat","NE0101",2009,8,34.9276563849035,5.82127606415058
"Aderbissinat","NE0101",2009,9,26.3780757340512,4.3963459556752
"Aderbissinat","NE0101",2010,6,17.5154975805725,2.91924959676208
"Aderbissinat","NE0101",2010,7,58.0500737245468,9.67501228742446
"Aderbissinat","NE0101",2010,8,53.9776043391775,8.99626738986292
"Aderbissinat","NE0101",2010,9,25.653927654126,4.27565460902101
"Aderbissinat","NE0101",2011,6,15.7592457293698,2.62654095489497
"Aderbissinat","NE0101",2011,7,33.3550375164124,5.55917291940206
"Aderbissinat","NE0101",2011,8,55.3316603799963,9.22194339666606
"Aderbissinat","NE0101",2011,9,13.3696949266925,2.22828248778208
"Aderbissinat","NE0101",2012,6,15.5989023677303,2.59981706128838
"Aderbissinat","NE0101",2012,7,39.1579033124998,6.52631721874997
"Aderbissinat","NE0101",2012,8,58.1459081521579,9.69098469202631
"Aderbissinat","NE0101",2012,9,25.2449934533819,4.20749890889699
"Aderbissinat","NE0101",2013,6,12.1499859768318,2.0249976628053
"Aderbissinat","NE0101",2013,7,24.7463886911145,4.12439811518574
"Aderbissinat","NE0101",2013,8,67.9452534272773,11.3242089045462
"Aderbissinat","NE0101",2013,9,14.9847759745695,2.49746266242825
"Aderbissinat","NE0101",2014,6,8.37698536026082,1.39616422671014
"Aderbissinat","NE0101",2014,7,35.5387460219688,5.92312433699479
"Aderbissinat","NE0101",2014,8,48.3212474763323,8.05354124605538
"Aderbissinat","NE0101",2014,9,15.9311216704179,2.65518694506964
"Aderbissinat","NE0101",2015,6,9.16846536110333,1.52807756018389
"Aderbissinat","NE0101",2015,7,23.4208597966824,3.90347663278039
"Aderbissinat","NE0101",2015,8,71.9170177315587,11.9861696219264
"Aderbissinat","NE0101",2015,9,38.4444549721474,6.40740916202456
"Aderbissinat","NE0101",2016,6,17.2154502256649,2.86924170427749
"Aderbissinat","NE0101",2016,7,46.3222489074677,7.72037481791128
"Aderbissinat","NE0101",2016,8,43.2513615373973,7.20856025623288
"Aderbissinat","NE0101",2016,9,13.9141255134388,2.31902091890647
"Aderbissinat","NE0101",2017,6,18.0775149345603,3.01291915576005
"Aderbissinat","NE0101",2017,7,31.0900079059564,5.18166798432606
"Aderbissinat","NE0101",2017,8,42.6767108597562,7.1127851432927
"Aderbissinat","NE0101",2017,9,12.0753703238272,2.01256172063787
"Aderbissinat","NE0101",2018,6,26.6689449888489,4.44482416480815
"Aderbissinat","NE0101",2018,7,31.2201978363736,5.20336630606226
"Aderbissinat","NE0101",2018,8,61.3101755191881,10.2183625865314
"Aderbissinat","NE0101",2018,9,29.4053087459349,4.90088479098916
"Aderbissinat","NE0101",2019,6,14.8542814489028,2.47571357481713
"Aderbissinat","NE0101",2019,7,29.5902045561656,4.93170075936094
"Aderbissinat","NE0101",2019,8,70.237826555391,11.7063044258985
"Aderbissinat","NE0101",2019,9,13.6128828494973,2.26881380824955
"Aderbissinat","NE0101",2020,6,14.0722329172423,2.34537215287372
"Aderbissinat","NE0101",2020,7,28.5587266932603,4.75978778221005
"Aderbissinat","NE0101",2020,8,71.034256321367,11.8390427202278
"Aderbissinat","NE0101",2020,9,33.716649047867,5.61944150797783
"Aderbissinat","NE0101",2021,6,18.7796524781269,3.12994207968781
"Aderbissinat","NE0101",2021,7,39.7057554206963,6.61762590344938
"Aderbissinat","NE0101",2021,8,45.0440393487591,7.50733989145985
"Aderbissinat","NE0101",2021,9,12.0672494213109,2.01120823688516
"Arlit","NE0102",1981,6,4.42557680813106,0.73759613468851
"Arlit","NE0102",1981,7,23.3497965554047,3.89163275923412
"Arlit","NE0102",1981,8,26.9805195285092,4.49675325475153
"Arlit","NE0102",1981,9,6.33351453221219,1.0555857553687
"Arlit","NE0102",1982,6,3.18607265493016,0.531012109155026
"Arlit","NE0102",1982,7,6.96049013211568,1.16008168868595
"Arlit","NE0102",1982,8,21.8044330268893,3.63407217114822
"Arlit","NE0102",1982,9,6.0408624214873,1.00681040358122
"Arlit","NE0102",1983,6,4.23110882920362,0.705184804867271
"Arlit","NE0102",1983,7,8.42867768802019,1.40477961467003
"Arlit","NE0102",1983,8,14.968369584943,2.49472826415716
"Arlit","NE0102",1983,9,5.5837069572135,0.930617826202249
"Arlit","NE0102",1984,6,4.76612999417913,0.794354999029856
"Arlit","NE0102",1984,7,6.52421477250039,1.08736912875007
"Arlit","NE0102",1984,8,8.12624028988771,1.35437338164795
"Arlit","NE0102",1984,9,9.63607955810099,1.6060132596835
"Arlit","NE0102",1985,6,2.73164258096541,0.455273763494235
"Arlit","NE0102",1985,7,12.2324239846081,2.03873733076801
"Arlit","NE0102",1985,8,21.1427223220697,3.52378705367829
"Arlit","NE0102",1985,9,8.42608455975686,1.40434742662614
"Arlit","NE0102",1986,6,3.53531561439678,0.58921926906613
"Arlit","NE0102",1986,7,12.4362904550784,2.07271507584641
"Arlit","NE0102",1986,8,19.2822875223073,3.21371458705121
"Arlit","NE0102",1986,9,18.0516555741879,3.00860926236464
"Arlit","NE0102",1987,6,2.84610960515448,0.47435160085908
"Arlit","NE0102",1987,7,11.901048547224,1.98350809120399
"Arlit","NE0102",1987,8,18.442699600556,3.07378326675933
"Arlit","NE0102",1987,9,7.38118994282514,1.23019832380419
"Arlit","NE0102",1988,6,6.72986251516954,1.12164375252826
"Arlit","NE0102",1988,7,15.1516706463446,2.52527844105743
"Arlit","NE0102",1988,8,30.1701866149713,5.02836443582855
"Arlit","NE0102",1988,9,9.98223132351733,1.66370522058622
"Arlit","NE0102",1989,6,4.38335468572937,0.730559114288229
"Arlit","NE0102",1989,7,10.8883477981036,1.81472463301727
"Arlit","NE0102",1989,8,39.7948207985661,6.63247013309434
"Arlit","NE0102",1989,9,6.57808809559654,1.09634801593276
"Arlit","NE0102",1990,6,2.42474114995143,0.404123524991905
"Arlit","NE0102",1990,7,13.5719198971745,2.26198664952908
"Arlit","NE0102",1990,8,8.82905560159945,1.47150926693324
"Arlit","NE0102",1990,9,4.80810584053746,0.80135097342291
"Arlit","NE0102",1991,6,3.71987287867395,0.619978813112325
"Arlit","NE0102",1991,7,11.7575709969899,1.95959516616499
"Arlit","NE0102",1991,8,34.3570274015792,5.72617123359653
"Arlit","NE0102",1991,9,4.49517500602868,0.749195834338113
"Arlit","NE0102",1992,6,2.8285438882477,0.471423981374617
"Arlit","NE0102",1992,7,18.0274427972236,3.00457379953727
"Arlit","NE0102",1992,8,27.5030326772082,4.5838387795347
"Arlit","NE0102",1992,9,4.68463398324234,0.78077233054039
"Arlit","NE0102",1993,6,2.77943889639826,0.463239816066377
"Arlit","NE0102",1993,7,10.7513451124587,1.79189085207645
"Arlit","NE0102",1993,8,16.4089104337567,2.73481840562611
"Arlit","NE0102",1993,9,8.06655691075156,1.34442615179193
"Arlit","NE0102",1994,6,2.66661591938859,0.444435986564766
"Arlit","NE0102",1994,7,11.991248066697,1.99854134444949
"Arlit","NE0102",1994,8,45.5211819851114,7.58686366418523
"Arlit","NE0102",1994,9,19.3725617448031,3.22876029080052
"Arlit","NE0102",1995,6,3.044901378351,0.5074835630585
"Arlit","NE0102",1995,7,6.5705406991406,1.09509011652343
"Arlit","NE0102",1995,8,29.7247058307523,4.95411763845871
"Arlit","NE0102",1995,9,7.73863240354722,1.28977206725787
"Arlit","NE0102",1996,6,3.09982908523716,0.51663818087286
"Arlit","NE0102",1996,7,9.57545245508698,1.5959087425145
"Arlit","NE0102",1996,8,10.2724234220249,1.71207057033748
"Arlit","NE0102",1996,9,7.50105536778885,1.25017589463147
"Arlit","NE0102",1997,6,7.28175609806022,1.21362601634337
"Arlit","NE0102",1997,7,17.0131893350763,2.83553155584605
"Arlit","NE0102",1997,8,61.9186148982245,10.3197691497041
"Arlit","NE0102",1997,9,10.7046820411478,1.78411367352464
"Arlit","NE0102",1998,6,3.45365590789987,0.575609317983311
"Arlit","NE0102",1998,7,14.4344416254597,2.40574027090995
"Arlit","NE0102",1998,8,38.4058114078936,6.40096856798226
"Arlit","NE0102",1998,9,40.5263879777226,6.75439799628709
"Arlit","NE0102",1999,6,2.44242324833243,0.407070541388738
"Arlit","NE0102",1999,7,14.0010248939142,2.3335041489857
"Arlit","NE0102",1999,8,67.007143794654,11.167857299109
"Arlit","NE0102",1999,9,10.5685288977167,1.76142148295278
"Arlit","NE0102",2000,6,4.20905877639778,0.701509796066297
"Arlit","NE0102",2000,7,15.4220404699594,2.57034007832657
"Arlit","NE0102",2000,8,27.8082081732644,4.63470136221074
"Arlit","NE0102",2000,9,7.14353150594397,1.190588584324
"Arlit","NE0102",2001,6,4.02997166221875,0.671661943703125
"Arlit","NE0102",2001,7,18.8193614946689,3.13656024911148
"Arlit","NE0102",2001,8,28.7913116169212,4.79855193615353
"Arlit","NE0102",2001,9,11.3518345902513,1.89197243170855
"Arlit","NE0102",2002,6,3.84349634977453,0.640582724962422
"Arlit","NE0102",2002,7,19.1091349910713,3.18485583184522
"Arlit","NE0102",2002,8,19.0921391659325,3.18202319432208
"Arlit","NE0102",2002,9,15.9770355374601,2.66283925624334
"Arlit","NE0102",2003,6,4.39879469183898,0.73313244863983
"Arlit","NE0102",2003,7,16.4182042171593,2.73636736952655
"Arlit","NE0102",2003,8,46.2314110119688,7.70523516866147
"Arlit","NE0102",2003,9,8.21710232238307,1.36951705373051
"Arlit","NE0102",2004,6,2.44233243879315,0.407055406465525
"Arlit","NE0102",2004,7,13.2941113959352,2.21568523265587
"Arlit","NE0102",2004,8,27.1672140137382,4.5278690022897
"Arlit","NE0102",2004,9,4.27908358783717,0.713180597972862
"Arlit","NE0102",2005,6,4.10101790359849,0.683502983933082
"Arlit","NE0102",2005,7,8.01940627154729,1.33656771192455
"Arlit","NE0102",2005,8,21.853225827389,3.64220430456483
"Arlit","NE0102",2005,9,7.16140165860545,1.19356694310091
"Arlit","NE0102",2006,6,2.15621701976068,0.359369503293446
"Arlit","NE0102",2006,7,7.86655039722064,1.31109173287011
"Arlit","NE0102",2006,8,30.3421904206409,5.05703173677348
"Arlit","NE0102",2006,9,11.8792930084476,1.97988216807459
"Arlit","NE0102",2007,6,2.23902569182817,0.373170948638028
"Arlit","NE0102",2007,7,16.8427626162406,2.80712710270676
"Arlit","NE0102",2007,8,32.3071744922463,5.38452908204105
"Arlit","NE0102",2007,9,11.1673943446467,1.86123239077444
"Arlit","NE0102",2008,6,2.7704691877127,0.461744864618784
"Arlit","NE0102",2008,7,16.3188415349029,2.71980692248381
"Arlit","NE0102",2008,8,27.3621442409206,4.56035737348677
"Arlit","NE0102",2008,9,6.23285224734843,1.03880870789141
"Arlit","NE0102",2009,6,4.66289661318508,0.777149435530847
"Arlit","NE0102",2009,7,10.2177874609107,1.70296457681844
"Arlit","NE0102",2009,8,18.7952079350336,3.13253465583894
"Arlit","NE0102",2009,9,15.1007874757902,2.5167979126317
"Arlit","NE0102",2010,6,4.81533177135278,0.802555295225464
"Arlit","NE0102",2010,7,22.0188903477204,3.66981505795339
"Arlit","NE0102",2010,8,33.0129295440215,5.50215492400358
"Arlit","NE0102",2010,9,15.0038465336594,2.50064108894323
"Arlit","NE0102",2011,6,2.96901715317506,0.494836192195843
"Arlit","NE0102",2011,7,15.0179034294441,2.50298390490735
"Arlit","NE0102",2011,8,29.6655841242088,4.94426402070146
"Arlit","NE0102",2011,9,4.58142021883618,0.763570036472697
"Arlit","NE0102",2012,6,4.93751770646388,0.82291961774398
"Arlit","NE0102",2012,7,19.0892156944901,3.18153594908168
"Arlit","NE0102",2012,8,29.8131948391176,4.9688658065196
"Arlit","NE0102",2012,9,8.69532065458754,1.44922010909792
"Arlit","NE0102",2013,6,2.44322094133356,0.407203490222261
"Arlit","NE0102",2013,7,7.19431749104118,1.19905291517353
"Arlit","NE0102",2013,8,28.6723122709623,4.77871871182706
"Arlit","NE0102",2013,9,7.98198309756824,1.33033051626137
"Arlit","NE0102",2014,6,2.23385560272402,0.372309267120671
"Arlit","NE0102",2014,7,8.61244145689139,1.4354069094819
"Arlit","NE0102",2014,8,24.3580871895886,4.05968119826477
"Arlit","NE0102",2014,9,8.57160512799543,1.42860085466591
"Arlit","NE0102",2015,6,2.25861391760033,0.376435652933388
"Arlit","NE0102",2015,7,12.9420545692973,2.15700909488289
"Arlit","NE0102",2015,8,37.950973903377,6.3251623172295
"Arlit","NE0102",2015,9,14.9996152400482,2.49993587334137
"Arlit","NE0102",2016,6,6.88150885475239,1.14691814245873
"Arlit","NE0102",2016,7,15.4896751150348,2.58161251917246
"Arlit","NE0102",2016,8,22.2531602817295,3.70886004695492
"Arlit","NE0102",2016,9,5.74544571313987,0.957574285523311
"Arlit","NE0102",2017,6,3.31726403620401,0.552877339367335
"Arlit","NE0102",2017,7,12.364378030121,2.06072967168683
"Arlit","NE0102",2017,8,24.1443123984694,4.02405206641156
"Arlit","NE0102",2017,9,6.83431199454111,1.13905199909019
"Arlit","NE0102",2018,6,6.59373665192252,1.09895610865375
"Arlit","NE0102",2018,7,17.2674695527209,2.87791159212014
"Arlit","NE0102",2018,8,46.1450005399181,7.69083342331968
"Arlit","NE0102",2018,9,12.9410343514006,2.15683905856677
"Arlit","NE0102",2019,6,4.26922669581647,0.711537782636078
"Arlit","NE0102",2019,7,14.3425004930718,2.39041674884529
"Arlit","NE0102",2019,8,42.913407158152,7.15223452635866
"Arlit","NE0102",2019,9,6.3674919939548,1.06124866565913
"Arlit","NE0102",2020,6,3.78112658972875,0.630187764954791
"Arlit","NE0102",2020,7,9.90100213977963,1.65016702329661
"Arlit","NE0102",2020,8,54.5954708237622,9.09924513729369
"Arlit","NE0102",2020,9,11.6823954499067,1.94706590831778
"Arlit","NE0102",2021,6,3.10879201065862,0.518132001776436
"Arlit","NE0102",2021,7,17.6648384335038,2.9441397389173
"Arlit","NE0102",2021,8,21.7239563436617,3.62065939061029
"Arlit","NE0102",2021,9,5.27575236942338,0.879292061570563
"Bilma","NE0103",1981,6,1.75041123850165,0.291735206416942
"Bilma","NE0103",1981,7,1.75760017577412,0.29293336262902
"Bilma","NE0103",1981,8,2.80397980765805,0.467329967943009
"Bilma","NE0103",1981,9,1.05342414887895,0.175570691479825
"Bilma","NE0103",1982,6,1.55933818681164,0.25988969780194
"Bilma","NE0103",1982,7,1.41460081654538,0.235766802757563
"Bilma","NE0103",1982,8,2.79314857933457,0.465524763222429
"Bilma","NE0103",1982,9,0.995912304029818,0.16598538400497
"Bilma","NE0103",1983,6,1.85660064791692,0.309433441319487
"Bilma","NE0103",1983,7,1.42383936951607,0.237306561586012
"Bilma","NE0103",1983,8,2.60677923202779,0.434463205337964
"Bilma","NE0103",1983,9,0.968981961790037,0.161496993631673
"Bilma","NE0103",1984,6,1.49362962340521,0.248938270567536
"Bilma","NE0103",1984,7,1.42005021314298,0.236675035523829
"Bilma","NE0103",1984,8,2.51389954497218,0.418983257495364
"Bilma","NE0103",1984,9,1.02347646512432,0.170579410854053
"Bilma","NE0103",1985,6,1.56388569166662,0.260647615277771
"Bilma","NE0103",1985,7,1.46539102840245,0.244231838067075
"Bilma","NE0103",1985,8,2.72950018211041,0.454916697018402
"Bilma","NE0103",1985,9,0.986587262336912,0.164431210389485
"Bilma","NE0103",1986,6,1.57700989732183,0.262834982886972
"Bilma","NE0103",1986,7,1.4458047077358,0.240967451289299
"Bilma","NE0103",1986,8,2.70237343295777,0.450395572159628
"Bilma","NE0103",1986,9,1.25582120292178,0.209303533820296
"Bilma","NE0103",1987,6,1.56926946308054,0.261544910513423
"Bilma","NE0103",1987,7,1.4215874024545,0.236931233742416
"Bilma","NE0103",1987,8,2.77631926606252,0.462719877677087
"Bilma","NE0103",1987,9,0.996016395879474,0.166002732646579
"Bilma","NE0103",1988,6,1.56644120862725,0.261073534771208
"Bilma","NE0103",1988,7,1.85810538587358,0.309684230978929
"Bilma","NE0103",1988,8,5.03609720289944,0.839349533816573
"Bilma","NE0103",1988,9,0.958174142779944,0.159695690463324
"Bilma","NE0103",1989,6,1.58938324984594,0.264897208307657
"Bilma","NE0103",1989,7,1.47939531368082,0.24656588561347
"Bilma","NE0103",1989,8,3.49432842323335,0.582388070538891
"Bilma","NE0103",1989,9,0.97095333036122,0.161825555060203
"Bilma","NE0103",1990,6,1.56398088960808,0.260663481601347
"Bilma","NE0103",1990,7,1.53298791706286,0.255497986177144
"Bilma","NE0103",1990,8,2.56906808333456,0.428178013889093
"Bilma","NE0103",1990,9,0.955915155858617,0.159319192643103
"Bilma","NE0103",1991,6,1.57126954924761,0.261878258207936
"Bilma","NE0103",1991,7,1.59415905367199,0.265693175611999
"Bilma","NE0103",1991,8,3.13881373856603,0.523135623094338
"Bilma","NE0103",1991,9,0.955913189364603,0.159318864894101
"Bilma","NE0103",1992,6,1.5634351233237,0.26057252055395
"Bilma","NE0103",1992,7,1.48232508754296,0.247054181257159
"Bilma","NE0103",1992,8,2.96135235177453,0.493558725295755
"Bilma","NE0103",1992,9,0.957571357594047,0.159595226265675
"Bilma","NE0103",1993,6,1.56120522813443,0.260200871355739
"Bilma","NE0103",1993,7,1.45453009492647,0.242421682487745
"Bilma","NE0103",1993,8,3.00553198963627,0.500921998272711
"Bilma","NE0103",1993,9,0.994004347056035,0.165667391176006
"Bilma","NE0103",1994,6,1.58802483434317,0.264670805723861
"Bilma","NE0103",1994,7,1.59110504370826,0.265184173951377
"Bilma","NE0103",1994,8,3.58977401962968,0.59829566993828
"Bilma","NE0103",1994,9,1.0434932826697,0.173915547111617
"Bilma","NE0103",1995,6,1.57989075161386,0.263315125268977
"Bilma","NE0103",1995,7,1.4914779089876,0.248579651497933
"Bilma","NE0103",1995,8,3.76176563270098,0.626960938783496
"Bilma","NE0103",1995,9,0.972262404429241,0.16204373407154
"Bilma","NE0103",1996,6,1.56901312072768,0.261502186787946
"Bilma","NE0103",1996,7,1.4863560438468,0.2477260073078
"Bilma","NE0103",1996,8,2.74584255505637,0.457640425842729
"Bilma","NE0103",1996,9,0.969644522186237,0.161607420364373
"Bilma","NE0103",1997,6,1.71995314344208,0.286658857240347
"Bilma","NE0103",1997,7,1.41166620576662,0.235277700961104
"Bilma","NE0103",1997,8,3.99397912722024,0.665663187870041
"Bilma","NE0103",1997,9,1.27627621085757,0.212712701809596
"Bilma","NE0103",1998,6,1.6476621110597,0.274610351843284
"Bilma","NE0103",1998,7,1.54218050125209,0.257030083542016
"Bilma","NE0103",1998,8,3.67166905843703,0.611944843072838
"Bilma","NE0103",1998,9,1.68164009613553,0.280273349355922
"Bilma","NE0103",1999,6,1.79196346544827,0.298660577574711
"Bilma","NE0103",1999,7,1.61055667610668,0.268426112684447
"Bilma","NE0103",1999,8,4.95313881247749,0.825523135412914
"Bilma","NE0103",1999,9,1.23459822893879,0.205766371489798
"Bilma","NE0103",2000,6,1.41362760281712,0.23560460046952
"Bilma","NE0103",2000,7,1.94706505457837,0.324510842429728
"Bilma","NE0103",2000,8,2.319277259523,0.3865462099205
"Bilma","NE0103",2000,9,0.97103851620562,0.161839752700937
"Bilma","NE0103",2001,6,1.40916899451711,0.234861499086185
"Bilma","NE0103",2001,7,1.28237138226992,0.213728563711653
"Bilma","NE0103",2001,8,2.250402430068,0.375067071678001
"Bilma","NE0103",2001,9,0.988350935585233,0.164725155930872
"Bilma","NE0103",2002,6,1.54675455813708,0.25779242635618
"Bilma","NE0103",2002,7,1.57703280593482,0.262838800989136
"Bilma","NE0103",2002,8,2.1915390382237,0.365256506370617
"Bilma","NE0103",2002,9,1.064278558021,0.177379759670167
"Bilma","NE0103",2003,6,1.55719792068808,0.259532986781347
"Bilma","NE0103",2003,7,1.62282727164692,0.270471211941153
"Bilma","NE0103",2003,8,2.96200188830833,0.493666981384721
"Bilma","NE0103",2003,9,0.912162295204966,0.152027049200828
