"adm_03","rowcacode3","year","month","seasonaltotal_precip","seasonalmean_precip"
"Aderbissinat","NER001001001",2014,6,8.37698536026082,1.39616422671014
"Aderbissinat","NER001001001",2014,7,35.5387460219688,5.92312433699479
"Aderbissinat","NER001001001",2014,8,48.3212474763323,8.05354124605538
"Aderbissinat","NER001001001",2014,9,15.9311216704179,2.65518694506964
"Aderbissinat","NER001001001",2015,6,9.16846536110333,1.52807756018389
"Aderbissinat","NER001001001",2015,7,23.4208597966824,3.90347663278039
"Aderbissinat","NER001001001",2015,8,71.9170177315587,11.9861696219264
"Aderbissinat","NER001001001",2015,9,38.4444549721474,6.40740916202456
"Aderbissinat","NER001001001",2016,6,17.2154502256649,2.86924170427749
"Aderbissinat","NER001001001",2016,7,46.3222489074677,7.72037481791128
"Aderbissinat","NER001001001",2016,8,43.2513615373973,7.20856025623288
"Aderbissinat","NER001001001",2016,9,13.9141255134388,2.31902091890647
"Aderbissinat","NER001001001",2017,6,18.0775149345603,3.01291915576005
"Aderbissinat","NER001001001",2017,7,31.0900079059564,5.18166798432606
"Aderbissinat","NER001001001",2017,8,42.6767108597562,7.1127851432927
"Aderbissinat","NER001001001",2017,9,12.0753703238272,2.01256172063787
"Aderbissinat","NER001001001",2018,6,26.6689449888489,4.44482416480815
"Aderbissinat","NER001001001",2018,7,31.2201978363736,5.20336630606226
"Aderbissinat","NER001001001",2018,8,61.3101755191881,10.2183625865314
"Aderbissinat","NER001001001",2018,9,29.4053087459349,4.90088479098916
"Aderbissinat","NER001001001",2019,6,14.8542814489028,2.47571357481713
"Aderbissinat","NER001001001",2019,7,29.5902045561656,4.93170075936094
"Aderbissinat","NER001001001",2019,8,70.237826555391,11.7063044258985
"Aderbissinat","NER001001001",2019,9,13.6128828494973,2.26881380824955
"Aderbissinat","NER001001001",2020,6,14.0722329172423,2.34537215287372
"Aderbissinat","NER001001001",2020,7,28.5587266932603,4.75978778221005
"Aderbissinat","NER001001001",2020,8,71.034256321367,11.8390427202278
"Aderbissinat","NER001001001",2020,9,33.716649047867,5.61944150797783
"Aderbissinat","NER001001001",2021,6,18.7796524781269,3.12994207968781
"Aderbissinat","NER001001001",2021,7,39.7057554206963,6.61762590344938
"Aderbissinat","NER001001001",2021,8,45.0440393487591,7.50733989145985
"Aderbissinat","NER001001001",2021,9,12.0672494213109,2.01120823688516
"Gougaram","NER001002003",1981,6,3.42117670276893,0.570196117128155
"Gougaram","NER001002003",1981,7,22.8630294343432,3.81050490572386
"Gougaram","NER001002003",1981,8,25.1462410883425,4.19104018139042
"Gougaram","NER001002003",1981,9,7.13553781309885,1.18925630218314
"Gougaram","NER001002003",1982,6,2.64464742501413,0.440774570835689
"Gougaram","NER001002003",1982,7,6.87649573900574,1.14608262316762
"Gougaram","NER001002003",1982,8,17.8694390390521,2.97823983984201
"Gougaram","NER001002003",1982,9,6.59521665694019,1.0992027761567
"Gougaram","NER001002003",1983,6,3.2268057455723,0.537800957595384
"Gougaram","NER001002003",1983,7,7.92509696554549,1.32084949425758
"Gougaram","NER001002003",1983,8,12.8767262907151,2.14612104845251
"Gougaram","NER001002003",1983,9,5.84859902048433,0.974766503414055
"Gougaram","NER001002003",1984,6,3.99586068707195,0.665976781178658
"Gougaram","NER001002003",1984,7,6.1252266226444,1.02087110377407
"Gougaram","NER001002003",1984,8,8.70737488725818,1.45122914787636
"Gougaram","NER001002003",1984,9,10.8776196151757,1.81293660252929
"Gougaram","NER001002003",1985,6,1.99499523681523,0.332499206135872
"Gougaram","NER001002003",1985,7,10.5308303429349,1.75513839048915
"Gougaram","NER001002003",1985,8,19.0555094675862,3.1759182445977
"Gougaram","NER001002003",1985,9,9.36308793851982,1.56051465641997
"Gougaram","NER001002003",1986,6,2.60181936935515,0.433636561559192
"Gougaram","NER001002003",1986,7,9.50668535769831,1.58444755961639
"Gougaram","NER001002003",1986,8,17.075558737383,2.8459264562305
"Gougaram","NER001002003",1986,9,19.2321340209456,3.2053556701576
"Gougaram","NER001002003",1987,6,2.23252633438896,0.37208772239816
"Gougaram","NER001002003",1987,7,11.1928708658452,1.86547847764087
"Gougaram","NER001002003",1987,8,19.2693015583554,3.21155025972591
"Gougaram","NER001002003",1987,9,8.27944826602678,1.3799080443378
"Gougaram","NER001002003",1988,6,4.78956041698191,0.798260069496984
"Gougaram","NER001002003",1988,7,11.6025363557891,1.93375605929819
"Gougaram","NER001002003",1988,8,25.9092665029566,4.3182110838261
"Gougaram","NER001002003",1988,9,11.1243063886367,1.85405106477279
"Gougaram","NER001002003",1989,6,3.23928040254268,0.539880067090447
"Gougaram","NER001002003",1989,7,9.27323651917823,1.54553941986304
"Gougaram","NER001002003",1989,8,35.6456061319559,5.94093435532599
"Gougaram","NER001002003",1989,9,7.05250960397263,1.17541826732877
"Gougaram","NER001002003",1990,6,2.07484274313524,0.345807123855873
"Gougaram","NER001002003",1990,7,12.0011513512329,2.00019189187215
"Gougaram","NER001002003",1990,8,8.40545228521745,1.40090871420291
"Gougaram","NER001002003",1990,9,5.37052280125453,0.895087133542422
"Gougaram","NER001002003",1991,6,2.65473002684159,0.442455004473599
"Gougaram","NER001002003",1991,7,9.67504297305212,1.61250716217535
"Gougaram","NER001002003",1991,8,34.0597473817067,5.67662456361779
"Gougaram","NER001002003",1991,9,5.08026554371071,0.846710923951785
"Gougaram","NER001002003",1992,6,2.35612105873223,0.392686843122038
"Gougaram","NER001002003",1992,7,15.1147531252931,2.51912552088219
"Gougaram","NER001002003",1992,8,26.3845237238465,4.39742062064109
"Gougaram","NER001002003",1992,9,5.21770732230856,0.869617887051426
"Gougaram","NER001002003",1993,6,2.16022383201688,0.360037305336147
"Gougaram","NER001002003",1993,7,9.68176356864046,1.61362726144008
"Gougaram","NER001002003",1993,8,16.0831074925622,2.68051791542704
"Gougaram","NER001002003",1993,9,8.39899055851384,1.39983175975231
"Gougaram","NER001002003",1994,6,2.1639859660648,0.360664327677466
"Gougaram","NER001002003",1994,7,10.2699123819236,1.71165206365394
"Gougaram","NER001002003",1994,8,40.1534080651874,6.69223467753123
"Gougaram","NER001002003",1994,9,20.2133608859338,3.36889348098896
"Gougaram","NER001002003",1995,6,2.67637462871064,0.446062438118439
"Gougaram","NER001002003",1995,7,6.2487759632588,1.04146266054313
"Gougaram","NER001002003",1995,8,30.906412710027,5.1510687850045
"Gougaram","NER001002003",1995,9,8.74927275579497,1.45821212596583
"Gougaram","NER001002003",1996,6,2.28288270762562,0.380480451270936
"Gougaram","NER001002003",1996,7,9.328941303518,1.55482355058633
"Gougaram","NER001002003",1996,8,9.2837794934686,1.54729658224477
"Gougaram","NER001002003",1996,9,7.79033061857069,1.29838843642845
"Gougaram","NER001002003",1997,6,5.40351169599017,0.900585282665028
"Gougaram","NER001002003",1997,7,13.5443356058373,2.25738926763955
"Gougaram","NER001002003",1997,8,60.2250846728328,10.0375141121388
"Gougaram","NER001002003",1997,9,10.7034085185377,1.78390141975628
"Gougaram","NER001002003",1998,6,2.95227218987427,0.492045364979045
"Gougaram","NER001002003",1998,7,12.0809945037377,2.01349908395629
"Gougaram","NER001002003",1998,8,34.98824351341,5.83137391890167
"Gougaram","NER001002003",1998,9,43.0561112419452,7.1760185403242
"Gougaram","NER001002003",1999,6,2.10541673573822,0.350902789289703
"Gougaram","NER001002003",1999,7,9.95198309757215,1.65866384959536
"Gougaram","NER001002003",1999,8,60.9767510702346,10.1627918450391
"Gougaram","NER001002003",1999,9,11.2696832181633,1.87828053636055
"Gougaram","NER001002003",2000,6,3.21210403688324,0.535350672813873
"Gougaram","NER001002003",2000,7,14.3983719460453,2.39972865767422
"Gougaram","NER001002003",2000,8,27.8487978700651,4.64146631167751
"Gougaram","NER001002003",2000,9,7.90424801419196,1.31737466903199
"Gougaram","NER001002003",2001,6,2.47839154533823,0.413065257556371
"Gougaram","NER001002003",2001,7,17.1879262697521,2.86465437829201
"Gougaram","NER001002003",2001,8,28.1072316921368,4.68453861535613
"Gougaram","NER001002003",2001,9,12.4877115017648,2.08128525029414
"Gougaram","NER001002003",2002,6,2.65421357659542,0.44236892943257
"Gougaram","NER001002003",2002,7,16.8469671390301,2.80782785650502
"Gougaram","NER001002003",2002,8,15.6494295378684,2.6082382563114
"Gougaram","NER001002003",2002,9,18.3087485106581,3.05145808510968
"Gougaram","NER001002003",2003,6,3.19726112942974,0.532876854904957
"Gougaram","NER001002003",2003,7,13.0306984946553,2.17178308244254
"Gougaram","NER001002003",2003,8,42.7257680594152,7.12096134323586
"Gougaram","NER001002003",2003,9,8.672504752054,1.44541745867567
"Gougaram","NER001002003",2004,6,2.04950704205107,0.341584507008512
"Gougaram","NER001002003",2004,7,11.4109873864906,1.90183123108176
"Gougaram","NER001002003",2004,8,25.7712501731583,4.29520836219305
"Gougaram","NER001002003",2004,9,4.84370616401372,0.807284360668954
"Gougaram","NER001002003",2005,6,3.26900455544691,0.544834092574485
"Gougaram","NER001002003",2005,7,7.1393063314799,1.18988438857998
"Gougaram","NER001002003",2005,8,19.9429709872476,3.3238284978746
"Gougaram","NER001002003",2005,9,7.88072290359554,1.31345381726592
"Gougaram","NER001002003",2006,6,1.92107276021303,0.320178793368838
"Gougaram","NER001002003",2006,7,7.80892114594086,1.30148685765681
"Gougaram","NER001002003",2006,8,27.7237256893951,4.62062094823252
"Gougaram","NER001002003",2006,9,12.1941534172039,2.03235890286732
"Gougaram","NER001002003",2007,6,1.87680322120693,0.312800536867822
"Gougaram","NER001002003",2007,7,14.1662410960817,2.36104018268028
"Gougaram","NER001002003",2007,8,32.7033227889508,5.45055379815846
"Gougaram","NER001002003",2007,9,12.3473351053684,2.05788918422807
"Gougaram","NER001002003",2008,6,2.40845669572696,0.401409449287827
"Gougaram","NER001002003",2008,7,14.4847489030889,2.41412481718148
"Gougaram","NER001002003",2008,8,26.1768382551057,4.36280637585095
"Gougaram","NER001002003",2008,9,6.54628287174414,1.09104714529069
"Gougaram","NER001002003",2009,6,3.75083924409912,0.625139874016519
"Gougaram","NER001002003",2009,7,8.5197332131258,1.41995553552097
"Gougaram","NER001002003",2009,8,17.373195430365,2.8955325717275
"Gougaram","NER001002003",2009,9,16.0360901214167,2.67268168690279
"Gougaram","NER001002003",2010,6,3.77977685170241,0.629962808617069
"Gougaram","NER001002003",2010,7,16.4579811761699,2.74299686269498
"Gougaram","NER001002003",2010,8,32.6260785578774,5.43767975964623
"Gougaram","NER001002003",2010,9,17.1838655353216,2.86397758922027
"Gougaram","NER001002003",2011,6,2.42691107093013,0.404485178488354
"Gougaram","NER001002003",2011,7,13.6908741255518,2.28181235425863
"Gougaram","NER001002003",2011,8,30.2542879462573,5.04238132437621
"Gougaram","NER001002003",2011,9,5.27919250303821,0.879865417173035
"Gougaram","NER001002003",2012,6,3.95710230223287,0.659517050372145
"Gougaram","NER001002003",2012,7,15.4415983912129,2.57359973186882
"Gougaram","NER001002003",2012,8,29.2196162128129,4.86993603546881
"Gougaram","NER001002003",2012,9,8.55420926644964,1.42570154440827
"Gougaram","NER001002003",2013,6,2.01944650877043,0.336574418128406
"Gougaram","NER001002003",2013,7,7.24350381369527,1.20725063561588
"Gougaram","NER001002003",2013,8,26.6078949397245,4.43464915662076
"Gougaram","NER001002003",2013,9,8.9225239773409,1.48708732955682
"Gougaram","NER001002003",2014,6,1.91367518505779,0.318945864176298
"Gougaram","NER001002003",2014,7,8.05704711682348,1.34284118613725
"Gougaram","NER001002003",2014,8,23.6550763780371,3.94251272967285
"Gougaram","NER001002003",2014,9,9.65167244084164,1.60861207347361
"Gougaram","NER001002003",2015,6,2.05137612682312,0.341896021137186
"Gougaram","NER001002003",2015,7,11.5758317680439,1.92930529467399
"Gougaram","NER001002003",2015,8,38.3837611157929,6.39729351929882
"Gougaram","NER001002003",2015,9,15.8376732034458,2.63961220057431
"Gougaram","NER001002003",2016,6,4.81973432252133,0.803289053753555
"Gougaram","NER001002003",2016,7,14.9721954742987,2.49536591238311
"Gougaram","NER001002003",2016,8,22.53798839509,3.75633139918166
"Gougaram","NER001002003",2016,9,6.43943532368882,1.0732392206148
"Gougaram","NER001002003",2017,6,2.81465766539493,0.469109610899156
"Gougaram","NER001002003",2017,7,11.507337828188,1.91788963803133
"Gougaram","NER001002003",2017,8,23.2881744774863,3.88136241291438
"Gougaram","NER001002003",2017,9,7.62259623531102,1.27043270588517
"Gougaram","NER001002003",2018,6,4.90490465895302,0.817484109825503
"Gougaram","NER001002003",2018,7,15.2217157886827,2.53695263144711
"Gougaram","NER001002003",2018,8,47.2503200785254,7.8750533464209
"Gougaram","NER001002003",2018,9,13.5861241129211,2.26435401882019
"Gougaram","NER001002003",2019,6,3.20674095471509,0.534456825785848
"Gougaram","NER001002003",2019,7,12.3836617586,2.06394362643333
"Gougaram","NER001002003",2019,8,41.2102284251506,6.86837140419176
"Gougaram","NER001002003",2019,9,6.70051448283625,1.11675241380604
"Gougaram","NER001002003",2020,6,3.00608667616074,0.501014446026789
"Gougaram","NER001002003",2020,7,9.07016363266229,1.51169393877705
"Gougaram","NER001002003",2020,8,52.2449625366053,8.70749375610088
"Gougaram","NER001002003",2020,9,12.9626166906675,2.16043611511125
"Gougaram","NER001002003",2021,6,2.09007667037567,0.348346111729278
"Gougaram","NER001002003",2021,7,15.695022151322,2.61583702522034
"Gougaram","NER001002003",2021,8,19.4644503196969,3.24407505328282
"Gougaram","NER001002003",2021,9,5.71331003535844,0.952218339226407
"Dannet","NER001002002",1981,6,7.95952824208224,1.32658804034704
"Dannet","NER001002002",1981,7,25.7837198030597,4.29728663384329
"Dannet","NER001002002",1981,8,34.8615939768633,5.81026566281054
"Dannet","NER001002002",1981,9,3.50371564817404,0.583952608029007
"Dannet","NER001002002",1982,6,5.08641477008492,0.847735795014153
"Dannet","NER001002002",1982,7,7.70744503421267,1.28457417236878
"Dannet","NER001002002",1982,8,37.37039791273,6.22839965212166
"Dannet","NER001002002",1982,9,4.1891157152441,0.698185952540683
"Dannet","NER001002002",1983,6,7.81409381113552,1.30234896852259
"Dannet","NER001002002",1983,7,10.9058312978853,1.81763854964756
"Dannet","NER001002002",1983,8,23.1742207831977,3.86237013053295
"Dannet","NER001002002",1983,9,4.68511961732281,0.780853269553802
"Dannet","NER001002002",1984,6,7.48353261136421,1.24725543522737
"Dannet","NER001002002",1984,7,8.42752448411879,1.4045874140198
"Dannet","NER001002002",1984,8,6.39440023838463,1.06573337306411
"Dannet","NER001002002",1984,9,5.21217803479833,0.868696339133054
"Dannet","NER001002002",1985,6,5.43889095439652,0.906481825732754
"Dannet","NER001002002",1985,7,19.1034145273987,3.18390242123312
"Dannet","NER001002002",1985,8,30.0452232158444,5.00753720264073
"Dannet","NER001002002",1985,9,5.25733912755796,0.876223187926327
"Dannet","NER001002002",1986,6,6.82117623231007,1.13686270538501
"Dannet","NER001002002",1986,7,24.2937452338138,4.04895753896897
"Dannet","NER001002002",1986,8,28.1899999177947,4.69833331963245
"Dannet","NER001002002",1986,9,13.4471727821881,2.24119546369802
"Dannet","NER001002002",1987,6,5.03141305944582,0.838568843240971
"Dannet","NER001002002",1987,7,15.0969838260516,2.5161639710086
"Dannet","NER001002002",1987,8,16.253465131002,2.708910855167
"Dannet","NER001002002",1987,9,4.36992586471364,0.728320977452274
"Dannet","NER001002002",1988,6,13.5745161917863,2.26241936529771
"Dannet","NER001002002",1988,7,29.1894472667058,4.8649078777843
"Dannet","NER001002002",1988,8,46.7323763188403,7.78872938647339
"Dannet","NER001002002",1988,9,6.30639795340019,1.0510663255667
"Dannet","NER001002002",1989,6,8.4740972598443,1.41234954330738
"Dannet","NER001002002",1989,7,17.4705718500816,2.91176197501361
"Dannet","NER001002002",1989,8,57.3391595516232,9.5565265919372
"Dannet","NER001002002",1989,9,4.94956654137016,0.824927756895026
"Dannet","NER001002002",1990,6,3.61048472417167,0.601747454028612
"Dannet","NER001002002",1990,7,20.1841911519808,3.36403185866346
"Dannet","NER001002002",1990,8,10.9195964743982,1.81993274573303
"Dannet","NER001002002",1990,9,2.85497429323364,0.475829048872273
"Dannet","NER001002002",1991,6,7.60938832522088,1.26823138753681
"Dannet","NER001002002",1991,7,20.4347299008376,3.40578831680627
"Dannet","NER001002002",1991,8,36.6841858365868,6.11403097276447
"Dannet","NER001002002",1991,9,2.44661029409425,0.407768382349041
"Dannet","NER001002002",1992,6,4.52166843418131,0.753611405696884
"Dannet","NER001002002",1992,7,29.5483696976551,4.92472828294252
"Dannet","NER001002002",1992,8,32.5320132122081,5.42200220203468
"Dannet","NER001002002",1992,9,2.84498503018018,0.474164171696696
"Dannet","NER001002002",1993,6,4.98826729257764,0.831377882096273
"Dannet","NER001002002",1993,7,15.3916067861243,2.56526779768738
"Dannet","NER001002002",1993,8,18.3711572812045,3.06185954686742
"Dannet","NER001002002",1993,9,7.00246451790886,1.16707741965148
"Dannet","NER001002002",1994,6,4.44380025404227,0.740633375673712
"Dannet","NER001002002",1994,7,19.1430414948176,3.19050691580293
"Dannet","NER001002002",1994,8,67.2454435016715,11.2075739169452
"Dannet","NER001002002",1994,9,16.1361945055258,2.68936575092097
"Dannet","NER001002002",1995,6,4.2475913219775,0.70793188699625
"Dannet","NER001002002",1995,7,8.22361859828347,1.37060309971391
"Dannet","NER001002002",1995,8,26.3028310575971,4.38380517626619
"Dannet","NER001002002",1995,9,4.36000913227452,0.726668188712419
"Dannet","NER001002002",1996,6,6.07715420540171,1.01285903423362
"Dannet","NER001002002",1996,7,11.0528138983067,1.84213564971778
"Dannet","NER001002002",1996,8,14.3093626926759,2.38489378211266
"Dannet","NER001002002",1996,9,6.7793167312627,1.12988612187712
"Dannet","NER001002002",1997,6,13.6957651842099,2.28262753070166
"Dannet","NER001002002",1997,7,30.8404006682594,5.14006677804324
"Dannet","NER001002002",1997,8,69.5260277469681,11.5876712911613
"Dannet","NER001002002",1997,9,11.0345669506915,1.83909449178192
"Dannet","NER001002002",1998,6,5.17596639405145,0.862661065675241
"Dannet","NER001002002",1998,7,24.1196606000451,4.01994343334084
"Dannet","NER001002002",1998,8,51.9453289506957,8.65755482511595
"Dannet","NER001002002",1998,9,31.5685359176989,5.26142265294982
"Dannet","NER001002002",1999,6,3.58600060018967,0.597666766698279
"Dannet","NER001002002",1999,7,29.9404142735311,4.99006904558852
