"adm_03","rowcacode3","year","month","seasonaltotal_precip","seasonalmedian_precip"
"Aderbissinat","NER001001001",2002,6,12.4467511956377,1.80590062853991
"Aderbissinat","NER001001001",2002,7,43.3840570842512,6.72246258755763
"Aderbissinat","NER001001001",2002,8,62.3474043286309,8.21432455644017
"Aderbissinat","NER001001001",2002,9,13.5317928535938,2.28195718616435
"Aderbissinat","NER001001001",2003,6,17.664203913187,2.81370098172725
"Aderbissinat","NER001001001",2003,7,40.1290437769818,5.51485558994199
"Aderbissinat","NER001001001",2003,8,65.6146077122728,11.363814975785
"Aderbissinat","NER001001001",2003,9,21.9994793431219,2.06927831221366
"Aderbissinat","NER001001001",2004,6,10.3305079537885,1.71333835697226
"Aderbissinat","NER001001001",2004,7,25.2342914571231,1.94209399919686
"Aderbissinat","NER001001001",2004,8,43.9766281974625,6.9719011374181
"Aderbissinat","NER001001001",2004,9,13.0826746268877,1.74901882706548
"Aderbissinat","NER001001001",2005,6,15.9926066271235,1.93627757909208
"Aderbissinat","NER001001001",2005,7,32.4219466591512,4.78405673744816
"Aderbissinat","NER001001001",2005,8,44.6491453559348,7.41115451923828
"Aderbissinat","NER001001001",2005,9,19.2202266789224,1.51973786770146
"Aderbissinat","NER001001001",2006,6,7.30663930521775,1.15582184175665
"Aderbissinat","NER001001001",2006,7,14.4715346367391,2.21899122567245
"Aderbissinat","NER001001001",2006,8,53.0016774236419,10.1927462524105
"Aderbissinat","NER001001001",2006,9,29.4344897385804,5.02819380798734
"Aderbissinat","NER001001001",2007,6,13.2439387744802,2.12125329935665
"Aderbissinat","NER001001001",2007,7,40.6103306612443,4.00510251806659
"Aderbissinat","NER001001001",2007,8,51.7709081122295,6.77006899988279
"Aderbissinat","NER001001001",2007,9,20.5831318805694,1.59965377506134
"Aderbissinat","NER001001001",2008,6,12.1207199536801,1.40610208558892
"Aderbissinat","NER001001001",2008,7,38.5612568937611,5.61390183328771
"Aderbissinat","NER001001001",2008,8,47.6340392418076,4.67365227289809
"Aderbissinat","NER001001001",2008,9,16.9493753336684,1.70882343562596
"Aderbissinat","NER001001001",2009,6,11.5924160622413,1.82565109428676
"Aderbissinat","NER001001001",2009,7,15.9397503076999,2.17138883022707
"Aderbissinat","NER001001001",2009,8,31.5583730461084,5.35991850626387
"Aderbissinat","NER001001001",2009,9,25.0405756783097,1.46388952114687
"Aderbissinat","NER001001001",2010,6,15.6690974065855,2.60312176535671
"Aderbissinat","NER001001001",2010,7,61.270238051816,9.99773125215228
"Aderbissinat","NER001001001",2010,8,49.7404385749299,7.87331196555139
"Aderbissinat","NER001001001",2010,9,23.1468872293153,3.1554161660255
"Aderbissinat","NER001001001",2011,6,15.3542340383603,1.94507061949216
"Aderbissinat","NER001001001",2011,7,26.2866036409807,3.61821177140525
"Aderbissinat","NER001001001",2011,8,46.6188142777457,7.4811097953774
"Aderbissinat","NER001001001",2011,9,10.7644694922402,1.56735345505949
"Aderbissinat","NER001001001",2012,6,14.5027482390886,2.10763335670477
"Aderbissinat","NER001001001",2012,7,35.2212229441863,5.48188388784214
"Aderbissinat","NER001001001",2012,8,59.9251841658151,8.5031605124288
"Aderbissinat","NER001001001",2012,9,22.6623275349302,2.47854800206803
"Aderbissinat","NER001001001",2013,6,11.2975072125732,1.07259016566806
"Aderbissinat","NER001001001",2013,7,19.8562845391163,2.57032319336061
"Aderbissinat","NER001001001",2013,8,65.0114170979293,9.17648925113258
"Aderbissinat","NER001001001",2013,9,12.1472952067334,1.49135896938804
"Aderbissinat","NER001001001",2014,6,8.06720955835905,1.35058225019428
"Aderbissinat","NER001001001",2014,7,28.509264624435,4.54732473169452
"Aderbissinat","NER001001001",2014,8,47.4542550103561,7.79600867686374
"Aderbissinat","NER001001001",2014,9,15.281936746061,1.81816227394574
"Aderbissinat","NER001001001",2015,6,8.26798669021638,1.37461809178252
"Aderbissinat","NER001001001",2015,7,19.9785108558772,2.87714983961069
"Aderbissinat","NER001001001",2015,8,69.7792101599716,12.3136518006839
"Aderbissinat","NER001001001",2015,9,37.0059296695073,3.96926683014
"Aderbissinat","NER001001001",2016,6,16.4064747138944,2.05391742187021
"Aderbissinat","NER001001001",2016,7,43.1892444396348,7.71809765038785
"Aderbissinat","NER001001001",2016,8,41.2141558639193,5.27829330129334
"Aderbissinat","NER001001001",2016,9,13.1050248613212,1.65058203911558
"Aderbissinat","NER001001001",2017,6,16.4428602846331,2.5882761205644
"Aderbissinat","NER001001001",2017,7,22.3780053096107,3.20638023230974
"Aderbissinat","NER001001001",2017,8,41.5223104641649,6.31172488085152
"Aderbissinat","NER001001001",2017,9,11.3291262283471,1.26349468923799
"Aderbissinat","NER001001001",2018,6,25.3583325121433,3.68430174717254
"Aderbissinat","NER001001001",2018,7,24.6044740982856,3.43899048126004
"Aderbissinat","NER001001001",2018,8,61.2011615206997,8.89543988515276
"Aderbissinat","NER001001001",2018,9,27.9763015623989,3.05528563623741
"Aderbissinat","NER001001001",2019,6,13.7760575636095,2.21793103809028
"Aderbissinat","NER001001001",2019,7,26.7087420443025,4.25028697469018
"Aderbissinat","NER001001001",2019,8,68.0059267236913,11.002518302196
"Aderbissinat","NER001001001",2019,9,13.4292582160751,1.73515979820978
"Aderbissinat","NER001001001",2020,6,13.7740226386387,1.86924969309511
"Aderbissinat","NER001001001",2020,7,25.3370596857382,3.12009881080765
"Aderbissinat","NER001001001",2020,8,70.6593693929065,11.743882311573
"Aderbissinat","NER001001001",2020,9,34.1382022996554,4.18036903782175
"Aderbissinat","NER001001001",2021,6,18.2886839236785,2.37376123807057
"Aderbissinat","NER001001001",2021,7,32.5870631607034,4.5538354515762
"Aderbissinat","NER001001001",2021,8,40.9518826149296,5.69389139611936
"Aderbissinat","NER001001001",2021,9,10.4355223033056,1.62441414678097
"Gougaram","NER001002003",1981,6,2.63352467801861,0.382799365423196
"Gougaram","NER001002003",1981,7,22.7149155340738,1.91242769301877
"Gougaram","NER001002003",1981,8,23.1454183575166,2.19588447195366
"Gougaram","NER001002003",1981,9,6.62655939633671,1.03868024799149
"Gougaram","NER001002003",1982,6,2.26685371921318,0.32425291515237
"Gougaram","NER001002003",1982,7,6.21204137577628,0.999074321673914
"Gougaram","NER001002003",1982,8,11.561524125333,2.03010990524101
"Gougaram","NER001002003",1982,9,5.93785174262826,0.907433177497541
"Gougaram","NER001002003",1983,6,2.17424987256121,0.353915380714732
"Gougaram","NER001002003",1983,7,5.6002001077817,0.900697992849
"Gougaram","NER001002003",1983,8,9.30413525258419,1.48825954334528
"Gougaram","NER001002003",1983,9,5.15110640722035,0.796977742782071
"Gougaram","NER001002003",1984,6,3.17396457508911,0.453826061244449
"Gougaram","NER001002003",1984,7,5.47642823896503,0.848188741209276
"Gougaram","NER001002003",1984,8,8.15399705460066,1.41373946185456
"Gougaram","NER001002003",1984,9,10.5862751146649,1.37490874719545
"Gougaram","NER001002003",1985,6,1.77097656413434,0.263076738592135
"Gougaram","NER001002003",1985,7,7.5454022669307,1.04150699142215
"Gougaram","NER001002003",1985,8,13.6162227032005,2.14491211063902
"Gougaram","NER001002003",1985,9,7.18253526775637,1.25326351317976
"Gougaram","NER001002003",1986,6,1.96165717155854,0.294020932491491
"Gougaram","NER001002003",1986,7,6.66231394877675,1.07350293582841
"Gougaram","NER001002003",1986,8,12.6392997728885,1.8013171513794
"Gougaram","NER001002003",1986,9,13.3738457594896,1.60105476870908
"Gougaram","NER001002003",1987,6,1.89338884248133,0.26546062805073
"Gougaram","NER001002003",1987,7,9.6023207362553,1.27688721761892
"Gougaram","NER001002003",1987,8,14.9425201416852,2.34964388875719
"Gougaram","NER001002003",1987,9,5.73968913672875,0.970136977475242
"Gougaram","NER001002003",1988,6,2.68899452557446,0.403940406393504
"Gougaram","NER001002003",1988,7,9.00654005339337,1.14990275727557
"Gougaram","NER001002003",1988,8,20.174288480083,2.19992041172161
"Gougaram","NER001002003",1988,9,7.59480038718789,0.901872640541777
"Gougaram","NER001002003",1989,6,2.57378418873173,0.361485969635142
"Gougaram","NER001002003",1989,7,6.66505783494598,1.04229148160102
"Gougaram","NER001002003",1989,8,28.795317145138,2.83909406609345
"Gougaram","NER001002003",1989,9,6.56904147689669,1.0034488396149
"Gougaram","NER001002003",1990,6,1.83848747664059,0.273253101457882
"Gougaram","NER001002003",1990,7,9.43274357141449,1.03742641370351
"Gougaram","NER001002003",1990,8,7.72476862221369,1.27661909571085
"Gougaram","NER001002003",1990,9,5.039145095832,0.814138873969882
"Gougaram","NER001002003",1991,6,1.99603675528219,0.316591063026973
"Gougaram","NER001002003",1991,7,7.40861747800479,1.10611867107468
"Gougaram","NER001002003",1991,8,26.8566281045056,2.1686374916619
"Gougaram","NER001002003",1991,9,4.87318002577819,0.77176919322955
"Gougaram","NER001002003",1992,6,1.75519211550115,0.261803491421383
"Gougaram","NER001002003",1992,7,11.6297110281703,1.44502238236214
"Gougaram","NER001002003",1992,8,23.8285189171259,2.29160386159296
"Gougaram","NER001002003",1992,9,4.96744159034006,0.786821574230213
"Gougaram","NER001002003",1993,6,1.90317763649008,0.283242368080489
"Gougaram","NER001002003",1993,7,8.20468545345629,1.19903446672781
"Gougaram","NER001002003",1993,8,11.8853162705457,1.74425574889531
"Gougaram","NER001002003",1993,9,6.47792415906423,1.06600498395439
"Gougaram","NER001002003",1994,6,1.83566637699896,0.274435687937389
"Gougaram","NER001002003",1994,7,7.59613735425197,1.16598638280861
"Gougaram","NER001002003",1994,8,29.1603106140544,2.99213245958827
"Gougaram","NER001002003",1994,9,13.4514832800266,1.68765457435209
"Gougaram","NER001002003",1995,6,2.09877433891408,0.302135572494851
"Gougaram","NER001002003",1995,7,5.08941304872378,0.812483748746243
"Gougaram","NER001002003",1995,8,27.7130209083984,4.31865675118311
"Gougaram","NER001002003",1995,9,7.38218149763129,0.917895860614182
"Gougaram","NER001002003",1996,6,1.90877195386469,0.293723230608889
"Gougaram","NER001002003",1996,7,7.64230852680957,1.06261023919624
"Gougaram","NER001002003",1996,8,8.07608074778564,1.30270570087519
"Gougaram","NER001002003",1996,9,5.62021301504465,0.940097586113054
"Gougaram","NER001002003",1997,6,3.57904857414956,0.530332508996413
"Gougaram","NER001002003",1997,7,8.91317702371828,1.26189517176314
"Gougaram","NER001002003",1997,8,48.2092380549632,5.63861005515687
"Gougaram","NER001002003",1997,9,6.92031930691507,1.08451671129524
"Gougaram","NER001002003",1998,6,2.45652670186619,0.365993922019681
"Gougaram","NER001002003",1998,7,8.70898688121176,1.29240083522609
"Gougaram","NER001002003",1998,8,31.5960086839851,2.65740195524454
"Gougaram","NER001002003",1998,9,35.3523448243263,2.69166382749568
"Gougaram","NER001002003",1999,6,1.84533055614163,0.273375761195779
"Gougaram","NER001002003",1999,7,6.32354317752947,1.00532817390734
"Gougaram","NER001002003",1999,8,51.1658775145096,7.62222304489139
"Gougaram","NER001002003",1999,9,8.04512980703735,1.11685514695743
"Gougaram","NER001002003",2000,6,2.75701576692807,0.36735674405926
"Gougaram","NER001002003",2000,7,11.8361084861111,1.48233073843672
"Gougaram","NER001002003",2000,8,27.3850320344465,1.8697531802328
"Gougaram","NER001002003",2000,9,6.49054809971967,0.893542011452373
"Gougaram","NER001002003",2001,6,1.79825266864976,0.271308946276811
"Gougaram","NER001002003",2001,7,16.6808371929259,1.3675640993079
"Gougaram","NER001002003",2001,8,24.0473455529474,2.73456305950613
"Gougaram","NER001002003",2001,9,8.92782193754648,1.08061952320244
"Gougaram","NER001002003",2002,6,2.09574567505133,0.29998336842473
"Gougaram","NER001002003",2002,7,14.4316670987243,1.60702003258413
"Gougaram","NER001002003",2002,8,11.9473351745331,2.04631102185275
"Gougaram","NER001002003",2002,9,14.7992098543089,1.93172915725901
"Gougaram","NER001002003",2003,6,2.23496000584743,0.361432843843466
"Gougaram","NER001002003",2003,7,9.54969324989287,1.16865967866551
"Gougaram","NER001002003",2003,8,33.2170714942232,3.49692197202055
"Gougaram","NER001002003",2003,9,6.90282020010274,1.15468117308607
"Gougaram","NER001002003",2004,6,1.78595587573852,0.272924809533044
"Gougaram","NER001002003",2004,7,9.17242884862864,1.02388131458196
"Gougaram","NER001002003",2004,8,19.159117477855,2.45689430742701
"Gougaram","NER001002003",2004,9,4.44601327152241,0.724493022002598
"Gougaram","NER001002003",2005,6,2.36975135498979,0.295803072682032
"Gougaram","NER001002003",2005,7,5.82870027659552,0.972106548319291
"Gougaram","NER001002003",2005,8,17.9744747711259,1.74722411231583
"Gougaram","NER001002003",2005,9,6.55513978039693,0.827943738129453
"Gougaram","NER001002003",2006,6,1.69830305294281,0.260376440503214
"Gougaram","NER001002003",2006,7,6.42717070252788,0.766497074020799
"Gougaram","NER001002003",2006,8,22.706148336307,2.8743658443559
"Gougaram","NER001002003",2006,9,9.84829300369894,1.10407407139483
"Gougaram","NER001002003",2007,6,1.68703514088812,0.258011942543263
"Gougaram","NER001002003",2007,7,11.1526706144478,1.23291825585228
"Gougaram","NER001002003",2007,8,31.6815729468878,4.36051445428035
"Gougaram","NER001002003",2007,9,9.93072132634604,0.882374316887348
"Gougaram","NER001002003",2008,6,2.04569133360646,0.29150192580954
"Gougaram","NER001002003",2008,7,12.6759899183295,1.71286046330216
"Gougaram","NER001002003",2008,8,24.8633726641447,3.65814880781411
"Gougaram","NER001002003",2008,9,5.17921231701147,0.849543047592518
"Gougaram","NER001002003",2009,6,2.93637681778762,0.373076811402441
"Gougaram","NER001002003",2009,7,5.87654857188862,1.01452567206411
"Gougaram","NER001002003",2009,8,13.0649452637493,1.55078880356458
"Gougaram","NER001002003",2009,9,14.5059832485398,0.693284839479362
"Gougaram","NER001002003",2010,6,2.68611871296988,0.34236287456841
"Gougaram","NER001002003",2010,7,12.8030808536877,1.42100503375411
"Gougaram","NER001002003",2010,8,29.6599501958751,5.23261332107091
"Gougaram","NER001002003",2010,9,15.4614254003685,2.22803569403822
"Gougaram","NER001002003",2011,6,1.91120112073563,0.285744658384593
"Gougaram","NER001002003",2011,7,11.5550017291798,0.918081451730174
"Gougaram","NER001002003",2011,8,28.4533445984622,1.26244031743862
"Gougaram","NER001002003",2011,9,4.74214748744823,0.787285420972965
"Gougaram","NER001002003",2012,6,3.2580296510322,0.271219326433093
"Gougaram","NER001002003",2012,7,11.2599133153474,1.26301044074128
"Gougaram","NER001002003",2012,8,23.8067827291585,4.03789655312468
"Gougaram","NER001002003",2012,9,6.75628904519165,0.993285685966063
"Gougaram","NER001002003",2013,6,1.69910540516451,0.264679165290781
"Gougaram","NER001002003",2013,7,5.62588843764745,0.842024393183441
"Gougaram","NER001002003",2013,8,22.0771396716639,3.4821864113453
"Gougaram","NER001002003",2013,9,7.6263359387726,0.831766043133219
"Gougaram","NER001002003",2014,6,1.69354914626918,0.261016209442674
"Gougaram","NER001002003",2014,7,6.16662067435957,0.919016514392405
"Gougaram","NER001002003",2014,8,19.2387562062304,2.03082625839094
"Gougaram","NER001002003",2014,9,7.7663535751381,0.893156432813033
"Gougaram","NER001002003",2015,6,1.62405846162762,0.258809920607768
"Gougaram","NER001002003",2015,7,8.01516744267176,1.46924928845558
"Gougaram","NER001002003",2015,8,32.5076666254997,5.87864173630681
"Gougaram","NER001002003",2015,9,12.3447777707564,1.30816271365599
"Gougaram","NER001002003",2016,6,3.07828392258295,0.406337955176697
"Gougaram","NER001002003",2016,7,12.6735507071977,1.00057826226805
"Gougaram","NER001002003",2016,8,15.2134518534915,2.17612493072747
"Gougaram","NER001002003",2016,9,5.27662631315934,0.922147195919283
"Gougaram","NER001002003",2017,6,1.99274310239098,0.322268090541187
"Gougaram","NER001002003",2017,7,9.33673897835288,1.11938064020033
"Gougaram","NER001002003",2017,8,18.4761665444897,2.23882641713903
"Gougaram","NER001002003",2017,9,5.65569912028071,0.845616819274823
"Gougaram","NER001002003",2018,6,3.51287613772259,0.297876241613761
"Gougaram","NER001002003",2018,7,12.7662858773898,1.03878416191438
"Gougaram","NER001002003",2018,8,41.4813033987001,5.8108759904554
"Gougaram","NER001002003",2018,9,9.93297465970502,1.26155667548299
"Gougaram","NER001002003",2019,6,2.01555165529503,0.274334791848774
"Gougaram","NER001002003",2019,7,7.26164381539862,1.11943497378974
"Gougaram","NER001002003",2019,8,37.303747547986,4.29418402302719
"Gougaram","NER001002003",2019,9,5.42717378261172,0.902550235977957
"Gougaram","NER001002003",2020,6,2.30182322528662,0.353598065755401
"Gougaram","NER001002003",2020,7,7.03449024505485,1.01189940776152
"Gougaram","NER001002003",2020,8,46.8104154711319,8.37538086400589
"Gougaram","NER001002003",2020,9,10.0753018431665,1.15805260472013
"Gougaram","NER001002003",2021,6,1.79227054618484,0.26742339430264
"Gougaram","NER001002003",2021,7,13.0076493202733,1.18929707504929
"Gougaram","NER001002003",2021,8,14.9379547796505,2.23619529628946
"Gougaram","NER001002003",2021,9,4.83432275165273,0.749968459039179
"Dannet","NER001002002",1981,6,7.90116041950252,1.15203095304807
"Dannet","NER001002002",1981,7,23.3870186795028,2.55285745027279
"Dannet","NER001002002",1981,8,28.1680286452532,3.63059663943347
"Dannet","NER001002002",1981,9,3.29329930579454,0.523326361711972
"Dannet","NER001002002",1982,6,4.57748084082607,0.74524164905841
"Dannet","NER001002002",1982,7,6.07387810391027,0.765002003737859
"Dannet","NER001002002",1982,8,30.0130804469063,3.70298986852156
"Dannet","NER001002002",1982,9,3.23650691811406,0.436195419397827
"Dannet","NER001002002",1983,6,7.30901480124511,0.842105156183243
"Dannet","NER001002002",1983,7,8.88149609067591,1.11848315452
"Dannet","NER001002002",1983,8,20.0513287855523,1.53222904548397
"Dannet","NER001002002",1983,9,3.30787111459991,0.364291201340388
"Dannet","NER001002002",1984,6,7.03235371000912,1.10527642201108
"Dannet","NER001002002",1984,7,6.49915141214859,1.10724651706711
"Dannet","NER001002002",1984,8,5.97644858361938,0.93644422555843
"Dannet","NER001002002",1984,9,4.31754233793657,0.491337956382399
"Dannet","NER001002002",1985,6,4.65146984944382,0.610083612723119
"Dannet","NER001002002",1985,7,13.8303325227329,1.5674567580223
"Dannet","NER001002002",1985,8,26.2334333174178,2.74802742195082
"Dannet","NER001002002",1985,9,4.14421675625815,0.59458190549986
"Dannet","NER001002002",1986,6,6.22626208944824,0.816785039285865
"Dannet","NER001002002",1986,7,17.9361980558293,2.68819930112881
"Dannet","NER001002002",1986,8,25.2434929827334,3.70024830256455
"Dannet","NER001002002",1986,9,12.1900215457575,0.707269592894769
"Dannet","NER001002002",1987,6,4.67104238751619,0.730033920265332
"Dannet","NER001002002",1987,7,12.0077145858257,1.41493009190553
"Dannet","NER001002002",1987,8,13.7061407669915,1.34396007045554
"Dannet","NER001002002",1987,9,3.12374853331135,0.493681585141598
"Dannet","NER001002002",1988,6,13.1852895642717,0.93231093192966
"Dannet","NER001002002",1988,7,23.9103031520997,4.4802268703657
"Dannet","NER001002002",1988,8,42.7018824970467,4.19177812440012
"Dannet","NER001002002",1988,9,4.47039116716111,0.337292358279229
"Dannet","NER001002002",1989,6,7.4627856529619,0.827928795021849
"Dannet","NER001002002",1989,7,11.799593090931,2.02598641723296
"Dannet","NER001002002",1989,8,47.5548970041309,6.36753394033905
"Dannet","NER001002002",1989,9,4.14173194091539,0.425184321748466
"Dannet","NER001002002",1990,6,3.58574848995264,0.592578166163871
"Dannet","NER001002002",1990,7,15.6392783123135,1.46634095903695
"Dannet","NER001002002",1990,8,7.79456313688784,1.3479395661911
"Dannet","NER001002002",1990,9,2.26258351497557,0.371180308876621
"Dannet","NER001002002",1991,6,5.31061317415899,0.747462074108625
"Dannet","NER001002002",1991,7,13.9388630516287,1.26564532345305
"Dannet","NER001002002",1991,8,33.1541775015835,2.41889311940024
"Dannet","NER001002002",1991,9,1.97023655508014,0.305382636798882
"Dannet","NER001002002",1992,6,3.46649600773282,0.530668123221895
"Dannet","NER001002002",1992,7,24.2257681420864,4.11022905495824
"Dannet","NER001002002",1992,8,30.0971181752676,3.02781213456552
"Dannet","NER001002002",1992,9,2.16257319949478,0.330223699555672
"Dannet","NER001002002",1993,6,4.00053143806974,0.650770281444252
"Dannet","NER001002002",1993,7,12.7316039213047,1.47489118203364
"Dannet","NER001002002",1993,8,16.1300940697166,1.87752013138244
"Dannet","NER001002002",1993,9,5.48800837960261,0.352860070250827
"Dannet","NER001002002",1994,6,4.0804952806265,0.65757400302052
"Dannet","NER001002002",1994,7,13.5131756401827,1.33542677886262
"Dannet","NER001002002",1994,8,60.9329698927634,7.83235849936803
"Dannet","NER001002002",1994,9,13.4992425099461,2.52786615662427
"Dannet","NER001002002",1995,6,4.02341087285498,0.666176110012291
"Dannet","NER001002002",1995,7,6.03244794661592,0.885860755176417
"Dannet","NER001002002",1995,8,22.4566042546604,3.73974508912158
"Dannet","NER001002002",1995,9,3.1958878734839,0.415196634356757
"Dannet","NER001002002",1996,6,5.20937182230102,0.849809899346678
"Dannet","NER001002002",1996,7,9.1596265071999,0.986426881714888
"Dannet","NER001002002",1996,8,11.6321402209334,1.43729637005517
"Dannet","NER001002002",1996,9,5.5366624756181,0.803737505807901
"Dannet","NER001002002",1997,6,12.8762437229786,1.73865594252982
"Dannet","NER001002002",1997,7,21.033329307568,3.55611708758208
"Dannet","NER001002002",1997,8,60.0424983634493,8.12683351977944
"Dannet","NER001002002",1997,9,9.95017086448035,0.538378314617821
"Dannet","NER001002002",1998,6,4.33488722741406,0.648937290327753
"Dannet","NER001002002",1998,7,20.5073194039297,2.6105171891315
"Dannet","NER001002002",1998,8,46.1449659648322,7.30376151771591
"Dannet","NER001002002",1998,9,29.4310523939139,2.25187718410529
"Dannet","NER001002002",1999,6,3.41212723126272,0.519628861120172
"Dannet","NER001002002",1999,7,22.3661969578821,3.19845917930606
